0, 3.70584e-16, 4.49396e-17, 2.26981e-17, 1.11004e-17
0.444444, -0.00122621, 0.00481504, 0.00503699, 0.00932098
0.888889, 0.00778871, 0.0356325, 0.00692391, 0.00215179
1.77778, 0.0681581, 0.100159, 0.00737085, 0.000231605
2.66667, 0.185939, 0.164798, 0.00740429, 4.11008e-05
3.55556, 0.361144, 0.229398, 0.00742163, 7.7943e-05
4.44444, 0.593776, 0.29393, 0.00751893, 0.000610822
5.33333, 0.883801, 0.358324, 0.00873138, 0.00624671
5.77778, 1.05038, 0.390075, 0.0161318, 0.0401878
6.22222, 1.23324, 0.438998, 0.063203, 0.227675
6.44444, 1.33728, 0.507604, 0.141542, 0.513689
6.66667, 1.47009, 0.728493, 0.30664, 1.01249
6.81481, 1.60188, 1.09181, 0.488316, 1.45371
6.96296, 1.81039, 1.78877, 0.740623, 1.97783
7.03704, 1.96064, 2.28536, 0.900527, 2.36135
7.11111, 2.15092, 2.86005, 1.09562, 2.95379
7.16667, 2.32189, 3.28826, 1.27758, 3.63739
7.22222, 2.51449, 3.6171, 1.50472, 4.58025
7.25926, 2.65045, 3.69854, 1.68772, 5.30467
7.2963, 2.78596, 3.57691, 1.89677, 5.95109
7.33333, 2.91181, 3.19906, 2.12426, 6.28319
7.38889, 3.07355, 2.59532, 2.47712, 6.28319
7.40741, 3.12024, 2.46748, 2.59323, 6.28159
7.42593, 3.1647, 2.32777, 2.70905, 6.20588
7.44444, 3.20621, 2.14886, 2.82231, 6.00614
7.5, 3.30679, 1.44066, 3.12565, 4.78694
7.55556, 3.3653, 0.674802, 3.34671, 3.15518
7.61111, 3.38398, 0.0222762, 3.47795, 1.60142
7.66667, 3.37058, -0.479364, 3.52887, 0.2729
7.72222, 3.3334, -0.834727, 3.51307, -0.794494
7.77778, 3.28065, -1.03686, 3.44651, -1.53984
7.85185, 3.20214, -1.02473, 3.3152, -1.86148
7.92593, 3.13762, -0.660333, 3.19298, -1.29468
7.96296, 3.11852, -0.360237, 3.15523, -0.717116
8, 3.11168, 6.61451e-17, 3.14159, -6.97487e-18
